,sentence,sector,3.1,3.2,3.3,3.4,3.5,3.6,3.7,3.8,3.9
24,"This will maintain market confidence, ensure sustained econom-ic growth, and create fiscal space for potential exogenous shocks.",1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
25,"As a small, open economy, Namibia’s economic performance is inextricably linked to its global counterpart.",1,0.07179487179487179,0.0,0.0,0.0,0.0,0.12975734736612463,0.04508428341201864,0.0,0.05937946418772515
26,"Therefore, the Government needs to be prepared for exter-nal shocks that could potentially hamper economic growth.",1,0.0,0.0,0.0,0.0,0.0,0.0,0.052565679298010856,0.10479564523419574,0.0
27,Government revenues have been a concern for some time now.,1,0.0,0.0,0.0,0.0,0.0,0.0,0.4577530281314562,0.08424908424908426,0.0
28,"Challenges es-sentially emanate from three factors: a shallow revenue base, notwithstanding the introduction of new revenue streams; weaknesses in the collection process; and an over-reliance on Southern African Customs Union receipts, which are projected to diminish in the near future due to ongoing trade liberalisation initia-tives.",1,0.0,0.021937299770478605,0.030357661367258024,0.03493262391955011,0.07146345517130911,0.03775140828769554,0.07030154910994647,0.02229905157772781,0.03755166179210404
29,"On the Government expenditure side, the wage bill, which has ballooned over the past few years, is a matter of concern.",1,0.0,0.44350894853804573,0.0,0.0,0.056057323023939176,0.0,0.1351411960034249,0.046153846153846156,0.0
30,"Moreover, the economy faces substantial downside risks emanating from the deteriorating global environ-ment, putting additional pressure on fiscal sustainability.",1,0.06227106227106227,0.0,0.0,0.0,0.0,0.05714285714285714,0.0,0.03663003663003663,0.0
31,"These factors will all be carefully monitored during the NDP4 cycle, and policy will be attuned according-ly through an appropriate mix of fiscal and monetary policy responses.",1,0.0,0.0,0.0,0.0,0.0,0.0,0.06656341613544045,0.0,0.0
32,"The business environment

We have a stable macroeconomic environment, however, necessary reforms in order to make the business environment more dynamic and improve our growth trajectory have either not been embarked upon, or not implemented successful-ly.",1,0.0,0.0,0.0,0.039037258855510355,0.039037258855510355,0.0,0.0,0.060123784261715295,0.0
33,"This disconnect is reflected in international surveys on competitiveness that score Namibia relatively highly on institutional and macro issues, but poorly with respect to micro issues.",1,0.0,0.08666057595481602,0.0,0.0,0.0,0.12549019607843137,0.0,0.0,0.22614951528502888
34,"Challenges relating to the business environment can be broadly categorised as those facing start-up firms and those facing existing businesses, especially micro, small- and medium-scale enterprises (MSMEs).",1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05245046252231699
35,"Under each of these two broad categories, a number of issues need attention.",1,0.0,0.06925439189551537,0.07729468599033816,0.07908699418190804,0.07908699418190804,0.5170981779075607,0.269913954648691,0.06837606837606838,0.5726479082220682
36,"These issues often cut across all existing businesses, and include the following:

Ease of doing business in Namibia.",1,0.0,0.06925439189551537,0.0,0.0,0.0,0.08888888888888889,0.0,0.0,0.16333020548363197
37,Access to finance and land.,1,0.0,0.11428571428571428,0.0,0.0,0.0,0.0,0.11515151515151516,0.22564102564102564,0.12941176470588237
38,Access to skills.,1,0.0,0.0,0.0,0.0,0.0,0.0,0.18181818181818182,0.358974358974359,0.0
39,R&D and innovation.,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
40,Labour flexibility and productivity.,1,0.1304944638778935,0.215419432433348,0.0,0.0,0.0,0.0,0.0,0.0,0.0
41,Public service delivery.,1,0.12723209451010392,0.21003393379445726,0.0,0.0,0.10980408399201436,0.0,0.7849355780458592,0.7690461938748904,0.0
42,Unemployment.,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
43,Public and private sector cooperation.,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
44,The Government incentive regime.,1,0.0,0.0,0.0,0.0,0.0,0.0,0.09987479066622063,0.0,0.0
45,"Ease of doing business

Regarding the ease of doing business in Namibia, the critical issues are the num-ber of days and the number of procedures it takes to register a business com-pared with competitor economies.",1,0.0,0.15177479812001413,0.0,0.0,0.0,0.10114942528735632,0.028830518408563013,0.07882013340489837,0.13633312421546276
46,"According to the latest World Bank report on doing business worldwide, it takes 66 days and 10 procedures to set up a new business in Namibia, while average figures for Organisation for Economic Co-operation and Development (OECD) countries are 5 days and 12 procedures re-spectively.",1,0.04480328353075964,0.2343338701993537,0.0,0.0,0.03489215997921805,0.1718261952692802,0.09883628157348302,0.06675530331545543,0.1572265839065309
47,"In sub-Saharan Africa, Rwanda tops the list as the easiest country to set up a new business, with only two days and three procedures required.",1,0.0,0.18371466297148922,0.0,0.0,0.0,0.0,0.03467633780937763,0.0,0.0
48,"Fur-thermore, registering property, paying taxes and trading across borders are comparatively difficult in Namibia, according to the report.",1,0.0,0.0,0.05455389138303591,0.0,0.0,0.0,0.0,0.13314762516393328,0.0
49,"Access to finance

Access to finance for enterprises remains a key challenge, particularly for start-ups and for micro and small-scale enterprises.",1,0.0,0.0,0.0,0.0,0.0,0.0,0.07378129117259552,0.13823857302118173,0.0
50,"High bank user charges and fees, high transaction costs, low levels of financial literacy, and, partly, a lack of appro-priate and innovative finance products (e.g. microfinance) and instruments (e.g. venture capital, bridging finance) are key factors limiting access to finance.",1,0.0,0.27736376092794457,0.0,0.0,0.03445749097905451,0.03756657307492642,0.07068862720608375,0.1648992711652108,0.03406772558265386
51,"In addition to these, small- and medium-scale enterprises often lack the necessary collateral to qualify for bank loans.",1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08446455505279035,0.05797156384045562
52,"This implies that MSMEs are unable to buy equipment to invest in or expand their businesses in order to produce more goods and services, and to employ more people.",1,0.05764404879749595,0.10293591062364818,0.0,0.04492382963530954,0.08849687883848983,0.0,0.18835534677261484,0.1432345850150075,0.0
53,Their source of capital for ex-pansion is often limited to profit and inputs from family and friends.,1,0.0,0.03900717065884298,0.0,0.05528563594869466,0.05472660331967481,0.05767056212479364,0.044563279857397504,0.0,0.05406615199199404
54,"Access to land

Access to serviced land is yet another inhibiting factor for existing and new busi-nesses alike.",1,0.0,0.08739495798319327,0.0,0.0,0.0,0.0,0.08912655971479501,0.1689291101055807,0.11764705882352941
55,"Issues with regard to availability, affordability, tenure and delivery affect the current dynamics of urbanisation and business development.",1,0.05952378690531177,0.11487764688776828,0.0,0.0,0.04692393928239669,0.05964912280701754,0.03952335135513064,0.03730162450380673,0.10712345460869789
56,"The greatest bottleneck is the non-availability of serviced land in towns, villages and settlement areas, as well as communal land.",1,0.0,0.1218045112781955,0.0,0.0,0.0,0.0,0.0,0.0,0.11145510835913312
57,"The processes required to deliver land according to the requirements of the Townships and Division of Land Amendment Act, 1992 [No. 28 of 1992] is lengthy due to a serious lack of registered town planners and surveyors.",1,0.0,0.0,0.0,0.0,0.0,0.05333333333333334,0.0,0.06564102564102564,0.04941176470588235
58,"In particular, micro and small-scale business-es struggle with land registration and the non-collateralisation of existing land rights in communal and non-formalised urban areas.",1,0.0,0.0912442396313364,0.0,0.0,0.038090186504717856,0.0,0.02763284445818154,0.0511473322903841,0.09108159392789374
59,Land administration pro-cesses are based on outdated legislation and regulations.,1,0.0,0.05974025974025974,0.05756967172183189,0.06389328364222839,0.06389328364222839,0.0,0.05192558625890719,0.049928448325872295,0.0748663101604278
60,The result is that land markets are distorted and land becomes expensive and often unaffordable.,1,0.0,0.11948051948051948,0.0,0.0,0.0,0.0,0.05182306836298889,0.0,0.1497326203208556
61,"Access to skills

Limited access to quality skills and a mismatch in the supply of and demand for skills persist as severe constraints in the Namibian economy, preventing the country from achieving a higher growth rate.",1,0.14173996199686467,0.030414746543778803,0.0,0.0,0.1589332759920513,0.0,0.06256109481915934,0.17369727047146402,0.0
62,"The sources of this problem are numerable, but include the education system as well as in vocational and other training.",1,0.0,0.0,0.0,0.0642636452053203,0.0558201634511329,0.0,0.24962114281156866,0.0,0.0
63,"Furthermore, labour market regulations are partly responsible for an inflexible labour market.",1,0.14499384875321503,0.198848706861552,0.0,0.0,0.0,0.0,0.0,0.0,0.0
64,"Also, it remains challenging for industry to import skills where local skills are unavailable.",1,0.0,0.0,0.0,0.0,0.06593897832449029,0.0,0.0,0.0,0.0
65,"Given the importance of skills in the different sectors of the economy, there is a need to focus more attention on the develop-ment of skills to support industry.",1,0.0,0.0,0.13335522331029454,0.04842060868280084,0.04842060868280084,0.0,0.07374386088479448,0.10155636025781403,0.0
66,"R&D and innovation

R&D and innovation – which entail the commercially successful introduction or implementation of a new or improved product or process – are at a fairly low ebb in Namibia.",1,0.0,0.0656084656084656,0.0,0.0,0.0,0.09369211253432418,0.0,0.0,0.04276369157222016
67,Innovative products and processes are essential for companies to participate in markets and to sustain competitiveness.,1,0.0,0.0,0.0,0.0,0.0,0.1462511517696163,0.05779304524818945,0.17212035236568332,0.13897168267701096
68,"The interaction be-tween key actors – the State, research institutions and the private sector – in respect of innovation is minimal, while incentives for targeted R&D in respect of introducing new technology and promoting innovation are non-existent.",1,0.0,0.027799227799227798,0.0,0.0,0.03509843493747833,0.04514909258694169,0.0,0.0,0.0
69,"Labour

Less than desirable levels of labour flexibility and productivity negatively affect the competitiveness of Namibian businesses.",1,0.0639678744499478,0.15763115465683095,0.0,0.0,0.0,0.0,0.0,0.0735050714649356,0.0
70,"One of the most cited issues in this regard is the current labour law, which is inflexible in terms of working hours, impacting on a number of industries with abnormal working hours, such as the hospitality and services industry.",1,0.05249777282443992,0.09068822096266092,0.0,0.03854958400332784,0.0797495552245929,0.10114942528735632,0.15579907988946445,0.1714856258549241,0.13633312421546276
71,"Laying off workers is very challenging and, con-sequently, companies are reluctant to hire additional permanent staff.",1,0.0,0.0,0.0,0.0,0.0,0.06921445699070779,0.05112461695032144,0.048901807517698764,0.065433835390375
72,"Further-more, the current labour law is generous with respect to leave days such as an-nual leave, sick leave and compassionate leave.",1,0.06105004158030106,0.23173023803522025,0.0,0.0,0.0,0.0,0.03957205337802171,0.07236481635738368,0.0
73,"When added to public holidays, this presents a substantial loss of productive time.",1,0.0,0.05878745621109911,0.0,0.0,0.0,0.30525355353328154,0.20725537978794786,0.0,0.07367225970188891
74,"Another factor, is that labour productivity in Namibia is low.",1,0.0,0.22857142857142856,0.0,0.0,0.0,0.0,0.0,0.0,0.0
75,"In a globalised and competitive world, productivi-ty is essential; hence, more should be done to measure and increase productivity in Namibia under the NDP4.",1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07827260458839407,0.0
76,"Public service delivery

Public service delivery in Namibia also needs to be efficient and effective.",1,0.1247373475589254,0.16061418466634966,0.0,0.0,0.09688595646354208,0.0,0.607535277125278,0.6179887863097356,0.0
77,"De-spite significant progress in establishing a fully functioning bureaucracy, there are major concerns about the delivery capacity of certain State functions.",1,0.05722078324528483,0.10810654936005719,0.0,0.0,0.05012531328320802,0.0,0.14581211772362984,0.10448663068861319,0.0
78,These impede our ability to provide the range of goods and services required by our citizens.,1,0.0,0.0,0.0,0.0,0.06238868408637179,0.0,0.2928507027428324,0.22787320343296644,0.0
79,"The ability of the public sector to deliver on its mandate efficiently and effectively is a prerequisite for rapid growth, job creation, and poverty reduc-tion.",1,0.06020066889632107,0.07204968944099378,0.043478260869565216,0.0,0.0,0.0,0.032089479407241876,0.0,0.0
80,"Moreover, the pace at which we implement developmental programmes is unsatisfactory.",1,0.0,0.0,0.0,0.0,0.0,0.0,0.26422053059767575,0.0,0.0
81,"Sadly, public sector weaknesses in respect of delivering services often affect the most vulnerable in our society.",1,0.0,0.0,0.0,0.0,0.06238868408637179,0.0,0.23698813157028512,0.22787320343296644,0.0
82,"This weak delivery capacity
stems from a number of factors, but the severe deficit of skills at critical man-agement levels in the State apparatus is the most telling.",1,0.0523588866296724,0.14959403412675903,0.0,0.0,0.0,0.05185185185185185,0.03209161007467872,0.08441531323900148,0.04793028322440087
83,"We have not succeed-ed in attracting or retaining critical talent to manage the day-to-day operations of the State, and therefore there is a need to continue improving professional-ism, performance management, transparency, and accountability at all levels in the system.",1,0.0,0.1659481239934975,0.0,0.037261181993784136,0.037261181993784136,0.046809214712501074,0.19829318857230557,0.12941629245037953,0.043097998200768255
84,"We also do not have a clear sense of where the next generation of bureaucrats will come from, and what specialist skills will be needed for the effi-cient running of the bureaucratic system.",1,0.0,0.0,0.04174466517556672,0.0,0.0,0.0,0.1034796221335341,0.0,0.0
85,"Therefore, we need to significantly strengthen the managerial and leadership capabilities of our senior civil serv-ants.",1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
86,"While Namibia is seen as one of the “cleanest countries” in Africa, accord-ing to Transparency International, there is a concern that corruption is on the rise.",1,0.0,0.043697478991596636,0.0,0.05435950282456486,0.0,0.0,0.044563279857397504,0.042232277526395176,0.0
87,"Finally, the current public tender system is regarded as being non-transparent, too cumbersome, and difficult to access, in particular for MSMEs.
Public and private sector cooperation

Public and private sector cooperation is a key success factor when it comes to rapid economic growth.",1,0.0,0.0,0.0,0.032239398315076315,0.0,0.0,0.13746684200394066,0.08670097924027413,0.0
88,"For example, business membership organisations that provide a representative opinion of issues that require action by the public sec-tor play an important role in a country’s development.",1,0.0,0.08866593183123106,0.0349762237404427,0.0,0.08028670824981057,0.04946236559139785,0.1639636264002953,0.051527852339257205,0.08754174785226924
89,"Currently, not all busi-nesses are represented by or organised into formal bodies, particularly micro and small-scale enterprises from the Regions.",1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
90,"Thus, they have no avenue by means of which to advocate public sector reform in public–private dialogue.",1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
91,Even some of the established private sector associations have insufficient capaci-ty to effectively engage Government.,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0841887853974816,0.0,0.0
92,"Moreover, the Government is not able to satisfy all the population’s needs and expectations.",1,0.0,0.0,0.0,0.0,0.0,0.0,0.04650040860977883,0.09222016780609225,0.0
93,"It can often be difficult to satisfy the citizens’ basic needs such as ensuring a sufficient food supply and good health services, providing adequate basic education and a sense of securi-ty, and protecting the environment for future generations.",1,0.0,0.0,0.0,0.03913630229419703,0.10545443079259437,0.0,0.21907794672046813,0.19765634469560261,0.0
94,"Government’s dimin-ished ability to engage the private sector cooperatively may be related to issues of limited efficiency, but the reasons may also be financial.",1,0.0,0.037775122852099295,0.0,0.0,0.0,0.21932852387015983,0.03379222240586412,0.03663003663003663,0.2533610109393846
95,"Some of the SOEs run huge budget deficits, and are still not able to deliver the goods and services to citizens at affordable prices.",1,0.06227106227106227,0.0761904761904762,0.045548654244306416,0.0,0.043573049203180295,0.0,0.1882611660489637,0.1798646216450441,0.0
96,"Incentive regime

Furthermore, there is concern about the general incentive regime in Namibia.",1,0.0,0.0,0.0,0.0,0.0,0.0,0.1328169485444581,0.12643151832597455,0.0
97,"Many point out that it is not always clear and transparent, particularly for manu-facturers.",1,0.0,0.15701960477541865,0.23819195850594316,0.0,0.0,0.0,0.0,0.0,0.0
98,"The current incentive structure is perceived to be overly generous, complex, and vulnerable to abuse, e.g. by way of transfer pricing, financial trans-fers, mischaracterisation of business activities, churning ‘new’ businesses to qualify for incentives, and the potential for corruption in the granting of incen-tives.",1,0.0,0.0,0.0,0.03209436195541074,0.06904844930143537,0.04046791175110609,0.023306500916659468,0.04465876248819927,0.0
99,"In addition, the reliance on highly selective, uncertain and discretionary criteria to qualify for manufacturing incentives works against market efficiency and complicates tax administration.",1,0.0,0.0,0.039024819486507885,0.04462388063901665,0.04462388063901665,0.0,0.03338073402358319,0.031383596090548305,0.0
100,"Based on the above analysis of the current situation and the challenges in the institutional environment, the following desired outcome is proposed under the NDP4:
By the year 2017, Namibia is the most competitive economy in the SADC region, according to the standards set by the World Economic Forum.",1,0.0,0.030414746543778803,0.03228380847691837,0.03760478126295109,0.03760478126295109,0.0,0.026667657731775443,0.02468040439118641,0.0
101,"In respect of competitiveness and efficiency, one of the strategic initiatives to be undertaken during the NDP4 phase will be the continuous reform of the busi-ness environment.",1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
102,"Issues to be investigated and acted upon during this phase will include the cost, time and number of procedures required to open a busi-ness, as well as the investment incentives and measures needed to increase the competitiveness of micro and small-scale enterprises.",1,0.0,0.029189867658440366,0.0,0.0,0.0,0.09696969696969697,0.1305981748568232,0.0,0.13022597504112057
103,"Environmental management

The environmental strategy during NDP4 and beyond will include: the imple-mentation and enforcement of the Environmental Management Act of 2007, particularly the use of strategic environmental assessments to guide develop-ment decision-making, the development of an integrated (including spatial) plan-ning, the implementation of the CBNRM programme; improving and implemen-tation policy and legislative frameworks, increase public access to environmental information; strengthen inter-ministerial, nongovernmental, donor coordination and harmonization, adopt Public-Private-Community-Partnerships and; develop new initiatives such as Natural Resources and Environmental Governance Pro-gram.",1,0.0,0.0,0.09643639471060256,0.054726908854559844,0.1448571314546098,0.10694474598629916,0.37249285598311477,0.11424261006863011,0.06461869939318945
104,"Access to finance

Regarding access to finance, especially for start-ups, the overall strategy will be to support the implementation of the NFSS.",1,0.0,0.0,0.0878065690659881,0.0,0.0,0.05226932586471222,0.2582958044608793,0.27454402069286266,0.0
105,"Among other things, the NFSS aims to:
increase the resilience of the Namibian financial system to various types of shocks.",1,0.0,0.07898125775207047,0.0,0.0,0.0,0.0,0.1183590449239769,0.042232277526395176,0.0
106,"deepen the financial sector by introducing new instruments, including risk capital.",1,0.0,0.04708557878345544,0.0,0.0,0.06361382949979294,0.0,0.0,0.10256410256410256,0.0
107,increase access to finance for small- and medium-scale enterprises (SMEs) and the general public.,1,0.0,0.0,0.0,0.0,0.0,0.0,0.048484848484848485,0.09230769230769231,0.06183633476315266
108,significantly enhance consumer financial literacy.,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11282051282051282,0.0
109,"Access to land

Regarding access to land for business, the strategy will be to speed up the re-view of outdated legislation pertaining to land delivery and registration so that the procedures will allow for speedy acquisition and ownership of land for busi-ness and housing development.",1,0.04712299796670515,0.15824064913256816,0.03147086123193363,0.0,0.03489215997921805,0.0,0.23841275301986894,0.1494899149300303,0.1689291101055807
110,"Moreover, Government will expedite its Land Reform Programme to enable more previously disadvantaged Namibians to own land in commercial areas, and for communal land rights to be used as collateral for business transactions.",1,0.0,0.0912442396313364,0.0,0.0,0.038090186504717856,0.0,0.171653706295758,0.0511473322903841,0.09108159392789374
111,"Availability of skills

Regarding the skills deficit, the short-term strategy will be to identify the critical skills needed for industries to operate at a higher output potential.",1,0.0,0.0,0.0,0.0,0.0,0.0,0.13135534949713024,0.0,0.0
112,"If not availa-ble in the domestic market, these skills will be imported.",1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
113,"Such importation will be streamlined and facilitated, in collaboration with the ongoing initiatives by the Namibia Chamber of Commerce and Industry, the Chamber of Mines, the Namibia Investment Centre, and the Ministry of Home Affairs and Immigration.",1,0.0,0.08737425858949739,0.0,0.03976105577535892,0.08124585350014717,0.0,0.03239289446185998,0.0,0.0
114,"In the longer term, and starting under the NDP4, skills-building will be enhanced and prioritised.",1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
115,Further skills development in the public and private sectors will be addressed through the provision of capacity-building initiatives and on-the-job as well as other training.,1,0.0,0.0,0.0,0.0,0.049684171004890615,0.0,0.08332683166236406,0.0,0.0
116,"In this regard, the recently established Namibia Training Authority (NTA) will play a lead role and will table proposals and actions in the first year of the NDP4’s implementation.",1,0.0,0.26533084743514873,0.04015788651680459,0.0,0.04805491990846682,0.05037550971019366,0.03206838640961333,0.030042087268346552,0.0
117,"R&D and innovation

As a nation, we are obliged to be forward-looking.",1,0.0,0.11428571428571428,0.0,0.0,0.0,0.0,0.0,0.0,0.0
118,"Therefore, the NDP4 will have a strong R&D and innovation component.",1,0.0,0.0,0.0,0.0,0.07962445155471476,0.0,0.0,0.0,0.0
119,Companies will be encouraged to adapt new technologies and invest in R&D.,1,0.0,0.0,0.0,0.0,0.07214678292703879,0.08569408960754298,0.06742521945622101,0.06520241002359836,0.08191346800721021
120,"Current R&D efforts will be analysed, and platforms will be established for cooperation between the public and pri-vate sectors as well as with tertiary education institutions.",1,0.0,0.0,0.0,0.0,0.0,0.0,0.03689064558629776,0.030488587450348593,0.0
121,"The broader strategy will be to elevate innovation to a national level, with representation at all stages of the innovation process.",1,0.0,0.0820194434839336,0.0,0.0,0.0,0.0,0.2296646408946833,0.08033054238667962,0.0
122,"Labour flexibility

Regarding the labour market, the overarching strategy under the NDP4 will be to introduce more flexibility while protecting the rights of workers.",1,0.12210008316060211,0.15306117567632624,0.0,0.0,0.04723183126585014,0.0,0.19158809981317176,0.06914504019406814,0.0
123,"Temporary ex-emption from compliance with certain sections of the Labour Act, 2007, will be considered in the interests of rapid job creation.",1,0.0,0.03348095685595539,0.04003157884951187,0.0,0.0,0.05714285714285714,0.03389041957805647,0.0,0.05322128851540616
124,"The details will be worked out collaboratively between the Ministry of Labour and Social Welfare, the various labour unions, and the Employers’ Federation, before the end of the first year of the NDP4 cycle.",1,0.05673672342517109,0.34322900181092025,0.1603231167819025,0.08940734953390991,0.04218403754972053,0.05507246376811594,0.13949196222418872,0.10077423206493623,0.05115089514066496
125,"Public service delivery

In respect of public service delivery, the strategies and actions to be pursued will include the following:

Review of the Public Service Act, 1995, to streamline disciplinary process-es

Introduction and enforcement of performance management across all levels agencies and functions of Government

Continued focus on building and strengthening of specialised skills, partic-ularly in project management and leadership

Positioning of the civil service to become an employer of choice that is able to compete head-on with the private sector for skills and talent, and

Review of the role of the Public Service Commission to make it easier for the State to compete with the private sector for specialist skills.",1,0.07911475805419306,0.1381802398952955,0.024315784496413785,0.05425775051425154,0.25038056370261613,0.10870586459911652,0.7335705125194206,0.5334215674686437,0.0661741463901715
126,"An overall assessment of the public service will also need to be undertaken to determine what its optimal size should be, taking efficient and effective delivery into account.",1,0.05531830196091475,0.06620634869607891,0.0,0.0,0.04177329282304894,0.051363309668968266,0.17941488764634325,0.23282722460926145,0.047705860373654735
127,"The purpose of public sector reform is to ensure effective, efficient and economically sound service delivery to the citizens of a country, and thereby contribute towards the promotion of that society’s general welfare.",1,0.05016319138391194,0.11605901296087726,0.07206455516807267,0.04171029860354669,0.07934135533121592,0.0,0.3018953637895816,0.3083478985857622,0.0
128,It is general-ly accepted that successful and sustainable economic reform cannot take place without a competent public sector.,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07076724049681275,0.0
